Sample_date,Sample_Time,Salinity_ppt,pH,DO_mg/L,Turb_NTU,Chl_ug/L,T_Fahr
9/21/2022,13:0:0,12.32,7.31,4.11,1.65,12.9,78.13
9/21/2022,13:15:0,12.25,7.34,4.41,1.72,14.42,78.163
9/21/2022,13:30:0,12.17,7.38,4.76,1.51,18.15,78.096
9/21/2022,13:45:0,12.19,7.38,4.82,1.57,18.66,78.134
9/21/2022,14:0:0,12.26,7.36,4.65,1.5,20.7,78.12
9/21/2022,14:15:0,12.05,7.45,5.35,1.47,24.85,78.274
9/21/2022,14:30:0,12.12,7.45,5.28,1.5,26.82,78.237
9/21/2022,14:45:0,11.94,7.53,5.94,1.42,31.6,78.433
9/21/2022,15:0:0,11.99,7.52,5.92,1.72,35.15,78.413
9/21/2022,15:15:0,11.78,7.62,6.65,1.58,41.38,78.474
9/21/2022,15:30:0,11.98,7.55,6.09,1.54,39.54,78.334
9/21/2022,15:45:0,11.91,7.55,6.39,1.52,42.34,78.442
9/21/2022,16:0:0,11.82,7.59,6.58,1.48,46.1,78.525
9/21/2022,16:15:0,11.78,7.63,6.69,1.52,48.78,78.519
9/21/2022,16:30:0,11.97,7.65,6.6,1.57,53.3,78.521
9/21/2022,16:45:0,11.9,7.62,6.5,1.62,51.85,78.521
9/21/2022,17:0:0,12.07,7.62,6.35,1.79,49.93,78.505
9/21/2022,17:15:0,12.07,7.68,6.69,1.63,49.49,78.559
9/21/2022,17:30:0,12,7.72,7.05,1.56,57.99,78.624
9/21/2022,17:45:0,12.1,7.65,6.51,1.55,51.34,78.514
9/21/2022,18:0:0,12.09,7.59,6.27,1.54,45.38,78.438
9/21/2022,18:15:0,12.09,7.58,6.21,1.49,46.81,78.355
9/21/2022,18:30:0,12.06,7.62,6.37,1.55,49.91,78.433
9/21/2022,18:45:0,12.08,7.6,6.26,1.54,46.8,78.343
9/21/2022,19:0:0,12.1,7.58,6.2,1.41,47.87,78.289
9/21/2022,19:15:0,12.05,7.56,6.13,1.45,43.05,78.22
9/21/2022,19:30:0,12.04,7.54,5.94,1.48,42.16,78.188
9/21/2022,19:45:0,12.05,7.55,6.03,1.43,39.46,78.161
9/21/2022,20:0:0,12.02,7.57,6.22,1.46,42.85,78.1
9/21/2022,20:15:0,12.04,7.6,6.34,1.5,48.06,78.147
9/21/2022,20:30:0,12,7.59,6.31,1.44,43.31,78.145
9/21/2022,20:45:0,12.06,7.57,6.11,1.6,39.77,78.118
9/21/2022,21:0:0,12,7.59,6.21,1.52,41.45,78.12
9/21/2022,21:15:0,12.02,7.57,6.16,1.41,41.42,78.102
9/21/2022,21:30:0,12.05,7.56,6.05,1.49,40.28,78.159
9/21/2022,21:45:0,12.15,7.54,5.98,1.54,38.72,78.165
9/21/2022,22:0:0,12.08,7.57,6.08,1.52,39.94,78.166
9/21/2022,22:15:0,12.06,7.56,6.01,1.58,41.09,78.183
9/21/2022,22:30:0,12.11,7.55,5.98,1.54,41.7,78.118
9/21/2022,22:45:0,12.15,7.53,5.82,1.48,40.08,78.087
9/21/2022,23:0:0,12.09,7.55,6.01,1.45,39.06,78.024
9/21/2022,23:15:0,12.09,7.53,5.84,1.72,37.75,78.031
9/21/2022,23:30:0,12.09,7.53,5.83,1.53,37.77,77.961
9/21/2022,23:45:0,12.09,7.52,5.81,1.46,37.62,77.968
9/22/2022,0:0:0,12.14,7.5,5.65,1.47,34.78,77.963
9/22/2022,0:15:0,12.15,7.48,5.57,1.39,36.05,77.92
9/22/2022,0:30:0,12.17,7.49,5.52,1.43,34.2,77.95
9/22/2022,0:45:0,12.16,7.47,5.48,1.42,34.07,77.929
9/22/2022,1:0:0,12.16,7.47,5.49,1.4,33.87,77.855
9/22/2022,1:15:0,12.18,7.46,5.31,1.48,31.73,77.868
9/22/2022,1:30:0,12.21,7.46,5.32,1.43,32.95,77.907
9/22/2022,1:45:0,12.18,7.46,5.38,1.43,33.07,77.896
9/22/2022,2:0:0,12.14,7.45,5.3,1.71,31.41,77.85
9/22/2022,2:15:0,12.14,7.46,5.26,1.44,32.62,77.855
9/22/2022,2:30:0,12.1,7.42,5.08,1.44,28.01,77.812
9/22/2022,2:45:0,12.14,7.41,4.92,1.5,25.91,77.765
9/22/2022,3:0:0,12.09,7.41,4.97,1.55,29.57,77.65
9/22/2022,3:15:0,12.12,7.39,4.74,1.54,25.77,77.67
9/22/2022,3:30:0,12.12,7.38,4.7,1.43,26.45,77.743
9/22/2022,3:45:0,12.16,7.38,4.59,1.71,23.18,77.76
9/22/2022,4:0:0,12.17,7.35,4.47,1.52,25.2,77.758
9/22/2022,4:15:0,12.17,7.35,4.41,1.44,22.21,77.734
9/22/2022,4:30:0,12.22,7.31,4.19,1.5,21.3,77.657
9/22/2022,4:45:0,12.18,7.33,4.32,1.56,23.94,77.587
9/22/2022,5:0:0,12.18,7.32,4.22,1.71,22.22,77.605
9/22/2022,5:15:0,12.27,7.32,4.25,1.82,21.96,77.668
9/22/2022,5:30:0,12.26,7.34,4.36,1.63,25.96,77.763
9/22/2022,5:45:0,12.28,7.35,4.38,1.78,28.04,77.734
9/22/2022,6:0:0,12.22,7.36,4.49,1.55,27.82,77.664
9/22/2022,6:15:0,12.25,7.34,4.28,1.62,21.08,77.617
9/22/2022,6:30:0,12.34,7.32,4.17,1.53,21.04,77.704
9/22/2022,6:45:0,12.25,7.32,4.22,1.72,22.48,77.506
9/22/2022,7:0:0,12.33,7.32,4.09,1.73,19.5,77.403
9/22/2022,7:15:0,12.29,7.31,4.06,1.65,17.06,77.524
9/22/2022,7:30:0,12.23,7.32,4.24,1.44,19.94,77.409
9/22/2022,7:45:0,12.33,7.3,4.02,1.55,16.21,77.549
9/22/2022,8:0:0,12.16,7.34,4.45,1.5,19.04,77.412
9/22/2022,8:15:0,12.19,7.36,4.56,1.59,18.41,77.261
9/22/2022,8:30:0,12.21,7.35,4.37,1.41,19.02,77.439
9/22/2022,8:45:0,12.21,7.33,4.27,1.43,16.66,77.49
9/22/2022,9:0:0,12.28,7.31,4.16,1.66,14.17,77.526
9/22/2022,9:15:0,12.3,7.3,4.04,1.51,12.51,77.592
9/22/2022,9:30:0,12.26,7.31,4.08,1.38,12.74,77.571
9/22/2022,9:45:0,12.33,7.31,4.17,1.33,12.7,77.677
9/22/2022,10:0:0,12.33,7.33,4.04,1.35,13.98,77.644
9/22/2022,10:15:0,12.28,7.35,4.26,1.35,14.97,77.688
9/22/2022,10:30:0,12.43,7.35,4.26,1.38,15.67,77.821
9/22/2022,10:45:0,12.42,7.34,4.23,1.42,14.6,77.776
9/22/2022,11:0:0,12.37,7.35,4.29,1.4,14.17,77.729
9/22/2022,11:15:0,12.4,7.33,4.19,1.48,14.71,77.722
9/22/2022,11:30:0,12.37,7.34,4.34,1.46,16.57,77.733
9/22/2022,11:45:0,12.48,7.32,4.14,1.58,16.57,77.79
9/22/2022,12:0:0,12.39,7.36,4.6,1.57,20.04,77.725
9/22/2022,12:15:0,12.53,7.34,4.26,1.54,16.46,77.83
9/22/2022,12:30:0,12.51,7.33,4.15,1.57,15.09,77.821
9/22/2022,12:45:0,12.36,7.37,4.7,1.43,18.55,77.567
9/22/2022,13:0:0,12.54,7.33,4.17,1.55,15.13,77.844
9/22/2022,13:15:0,12.62,7.32,4.02,1.45,15.16,77.859
9/22/2022,13:30:0,12.57,7.36,4.47,1.48,18.58,77.715
9/22/2022,13:45:0,12.63,7.31,4.09,1.44,14.06,77.824
9/22/2022,14:0:0,12.62,7.33,4.11,1.38,13.84,77.788
9/22/2022,14:15:0,12.61,7.35,4.23,1.4,15.59,77.806
9/22/2022,14:30:0,12.58,7.36,4.53,1.31,16.04,77.758
9/22/2022,14:45:0,12.66,7.34,4.24,1.42,14.43,77.859
9/22/2022,15:0:0,12.66,7.33,4.25,1.51,11.89,77.868
9/22/2022,15:15:0,12.7,7.33,4.13,1.37,12.78,77.868
9/22/2022,15:30:0,12.67,7.35,4.4,1.41,13.86,77.85
9/22/2022,15:45:0,12.68,7.34,4.36,1.45,13.71,77.824
9/22/2022,16:0:0,12.69,7.33,4.26,1.29,12.87,77.878
9/22/2022,16:15:0,12.59,7.33,4.37,1.29,12.9,77.664
9/22/2022,16:30:0,12.68,7.32,4.3,1.32,13.01,77.682
9/22/2022,16:45:0,12.63,7.33,4.28,1.22,12.37,77.607
9/22/2022,17:0:0,12.74,7.3,4.09,1.36,10.88,77.662
9/22/2022,17:15:0,12.74,7.31,4.03,1.25,11.75,77.605
9/22/2022,17:30:0,12.83,7.29,3.82,1.22,10.56,77.715
9/22/2022,17:45:0,12.74,7.3,3.95,1.23,9.66,77.545
9/22/2022,18:0:0,12.81,7.28,3.69,1.29,9.73,77.634
9/22/2022,18:15:0,12.85,7.26,3.5,1.32,8.61,77.635
9/22/2022,18:30:0,12.85,7.25,3.48,1.32,8.24,77.574
9/22/2022,18:45:0,12.9,7.25,3.42,1.5,8.29,77.659
9/22/2022,19:0:0,12.91,7.27,3.41,1.47,7.88,77.563
9/22/2022,19:15:0,12.9,7.26,3.45,1.52,7.96,77.473
9/22/2022,19:30:0,12.95,7.25,3.43,1.63,7.44,77.508
9/22/2022,19:45:0,12.97,7.24,3.26,1.87,6.95,77.493
9/22/2022,20:0:0,12.95,7.22,3.01,1.39,5.97,77.437
9/22/2022,20:15:0,13.01,7.21,2.93,1.52,5.85,77.5
9/22/2022,20:30:0,13.02,7.21,2.86,1.66,5.57,77.423
9/22/2022,20:45:0,13.09,7.21,2.93,1.86,5.97,77.468
9/22/2022,21:0:0,13.13,7.2,2.79,1.9,5.27,77.473
9/22/2022,21:15:0,13.18,7.19,2.68,1.87,5.03,77.583
9/22/2022,21:30:0,13.17,7.19,2.47,1.95,4.95,77.538
9/22/2022,21:45:0,13.14,7.18,2.46,1.92,4.53,77.403
9/22/2022,22:0:0,13.2,7.17,2.4,2.21,4.28,77.486
9/22/2022,22:15:0,13.23,7.17,2.51,2.09,4.07,77.457
9/22/2022,22:30:0,13.23,7.16,2.46,2.19,3.82,77.414
9/22/2022,22:45:0,13.23,7.17,2.43,2.14,3.83,77.369
9/22/2022,23:0:0,13.19,7.16,2.32,1.97,3.49,77.283
9/22/2022,23:15:0,13.21,7.16,2.28,2.09,3.63,77.326
9/22/2022,23:30:0,13.26,7.16,2.21,2.47,3.3,77.401
9/22/2022,23:45:0,13.31,7.16,2.22,2.4,3.13,77.401
9/23/2022,0:0:0,13.32,7.15,2.1,2.55,3.15,77.409
9/23/2022,0:15:0,13.37,7.15,2.07,3.22,3.1,77.376
9/23/2022,0:30:0,13.39,7.16,2.16,3.28,3.18,77.295
9/23/2022,0:45:0,13.43,7.16,2.02,3.51,3.1,77.272
9/23/2022,1:0:0,13.46,7.15,1.88,3.62,3,77.284
9/23/2022,1:15:0,13.49,7.16,1.82,4.18,3.13,77.326
9/23/2022,1:30:0,13.53,7.17,1.79,4.91,2.99,77.29
9/23/2022,1:45:0,13.49,7.16,1.7,3.43,3,77.25
9/23/2022,2:0:0,13.69,7.17,1.74,5.04,2.56,77.414
9/23/2022,2:15:0,13.72,7.18,1.74,5.43,2.79,77.365
9/23/2022,2:30:0,13.74,7.18,1.74,5.24,2.83,77.234
9/23/2022,2:45:0,13.78,7.18,1.75,5.6,2.83,77.2
9/23/2022,3:0:0,13.87,7.19,1.67,6.04,2.65,77.212
9/23/2022,3:15:0,13.84,7.19,1.57,5.84,2.6,77.054
9/23/2022,3:30:0,13.97,7.2,1.5,5.74,2.73,77.158
9/23/2022,3:45:0,14.05,7.19,1.46,6.83,2.98,77.31
9/23/2022,4:0:0,14.13,7.19,1.48,7.56,3.04,77.344
9/23/2022,4:15:0,14.19,7.19,1.45,8.36,2.88,77.374
9/23/2022,4:30:0,14.18,7.19,1.47,8.55,2.99,77.337
9/23/2022,4:45:0,14.27,7.21,1.3,9.05,2.89,77.378
9/23/2022,5:0:0,14.28,7.21,1.35,9.21,2.91,77.346
9/23/2022,5:15:0,14.4,7.22,1.44,9.37,2.91,77.362
9/23/2022,5:30:0,14.44,7.22,1.44,9.27,2.83,77.387
9/23/2022,5:45:0,14.38,7.22,1.33,9.98,2.78,77.238
9/23/2022,6:0:0,14.41,7.23,1.35,9.79,2.82,77.131
9/23/2022,6:15:0,14.39,7.23,1.21,10.63,3.25,76.843
9/23/2022,6:30:0,14.24,7.22,1.39,10.91,3.21,76.681
9/23/2022,6:45:0,14.34,7.23,1.3,11.46,3.23,76.84
9/23/2022,7:0:0,14.38,7.22,1.3,10.67,2.96,76.951
9/23/2022,7:15:0,14.36,7.23,1.23,12.58,3.37,76.872
9/23/2022,7:30:0,14.41,7.22,1.23,12.36,2.92,76.878
9/23/2022,7:45:0,14.46,7.23,1.28,12.16,3.12,76.955
9/23/2022,8:0:0,14.47,7.23,1.2,12.32,3.13,76.978
9/23/2022,8:15:0,14.58,7.25,1.27,11.65,3.13,77.103
9/23/2022,8:30:0,14.54,7.24,1.19,12.98,2.87,76.95
9/23/2022,8:45:0,14.52,7.24,1.15,13.14,3,76.928
9/23/2022,9:0:0,14.59,7.24,1.17,14.72,3.01,77.005
9/23/2022,9:15:0,14.59,7.24,1.19,13.63,2.76,77.166
9/23/2022,9:30:0,14.67,7.24,1.28,14.03,3,77.29
9/23/2022,9:45:0,14.74,7.23,1.33,13.19,2.92,77.416
9/23/2022,10:0:0,14.66,7.23,1.14,13.99,3.03,77.396
9/23/2022,10:15:0,14.82,7.23,1.29,13.23,2.93,77.556
9/23/2022,10:30:0,14.78,7.23,1.28,14.01,2.9,77.522
9/23/2022,10:45:0,14.74,7.23,1.37,13.83,2.84,77.527
9/23/2022,11:0:0,14.73,7.24,1.29,14.1,2.9,77.567
9/23/2022,11:15:0,14.77,7.24,1.39,14.17,2.99,77.599
9/23/2022,11:30:0,14.8,7.23,1.35,14.16,2.77,77.61
9/23/2022,11:45:0,14.84,7.23,1.32,14.34,2.63,77.662
9/23/2022,12:0:0,14.86,7.23,1.36,13.67,2.87,77.72
9/23/2022,12:15:0,14.99,7.24,1.4,12.03,2.94,77.812
9/23/2022,12:30:0,14.95,7.24,1.23,12.88,2.92,77.808
9/23/2022,12:45:0,14.95,7.23,1.31,13.26,2.81,77.844
9/23/2022,13:0:0,14.94,7.23,1.17,14.16,2.74,77.81
9/23/2022,13:15:0,14.97,7.22,1.29,14.09,2.88,77.828
9/23/2022,13:30:0,14.92,7.22,1.21,14.9,2.97,77.83
9/23/2022,13:45:0,14.96,7.22,1.42,13.6,2.9,77.769
9/23/2022,14:0:0,14.96,7.23,1.3,13.96,2.95,77.756
9/23/2022,14:15:0,14.93,7.22,1.24,14.02,3.12,77.673
9/23/2022,14:30:0,15,7.23,1.22,14.3,3.05,77.722
9/23/2022,14:45:0,15.03,7.21,1.29,13.17,2.9,77.634
9/23/2022,15:0:0,15,7.22,1.2,14.06,3.14,77.515
9/23/2022,15:15:0,15.07,7.22,1.3,13.19,3.21,77.479
9/23/2022,15:30:0,14.94,7.22,1.31,14.89,3.22,77.239
9/23/2022,15:45:0,14.98,7.22,1.2,14.74,3.14,77.387
9/23/2022,16:0:0,14.95,7.23,1.17,14.7,3.19,77.356
9/23/2022,16:15:0,15.02,7.22,1.2,14.96,3.37,77.344
9/23/2022,16:30:0,15.01,7.23,1.17,14.3,3.17,77.378
9/23/2022,16:45:0,15.06,7.22,1.11,14.22,3.08,77.389
9/23/2022,17:0:0,15.08,7.22,1.24,14.1,2.93,77.329
9/23/2022,17:15:0,15.12,7.21,1.26,14.2,2.85,77.31
9/23/2022,17:30:0,15.12,7.21,1.28,14.31,2.98,77.274
9/23/2022,17:45:0,15.14,7.21,1.32,14.42,3.01,77.241
9/23/2022,18:0:0,15.2,7.21,1.29,13.48,2.87,77.281
9/23/2022,18:15:0,15.24,7.21,1.17,13.52,2.83,77.358
9/23/2022,18:30:0,15.24,7.21,1.25,14.03,2.83,77.277
9/23/2022,18:45:0,15.23,7.21,1.24,14.57,2.9,77.203
9/23/2022,19:0:0,15.25,7.21,1.27,14.01,2.67,77.211
9/23/2022,19:15:0,15.33,7.2,1.33,12.5,2.43,77.283
9/23/2022,19:30:0,15.32,7.2,1.28,13.4,2.52,77.211
9/23/2022,19:45:0,15.31,7.2,1.33,12.88,2.56,77.131
9/23/2022,20:0:0,15.3,7.21,1.18,13.96,2.49,77.094
9/23/2022,20:15:0,15.31,7.2,1.12,13.05,2.43,77.124
9/23/2022,20:30:0,15.3,7.21,1.04,13.49,2.61,77.027
9/23/2022,20:45:0,15.31,7.2,1.16,13.14,2.41,77.04
9/23/2022,21:0:0,15.32,7.2,1.1,12.99,2.47,77.056
9/23/2022,21:15:0,15.36,7.2,1.07,12.64,2.23,77.085
9/23/2022,21:30:0,15.33,7.21,1.04,13.69,2.52,76.984
9/23/2022,21:45:0,15.32,7.2,1.08,12.8,2.45,76.987
9/23/2022,22:0:0,15.34,7.2,1.12,12.69,2.39,76.986
9/23/2022,22:15:0,15.36,7.19,1.01,12.12,2.26,77.027
9/23/2022,22:30:0,15.34,7.19,1.05,10.43,2.29,76.978
9/23/2022,22:45:0,15.36,7.19,1.12,12.33,2.23,77.027
9/23/2022,23:0:0,15.35,7.19,1.02,12.42,2.38,76.941
9/23/2022,23:15:0,15.36,7.18,1.24,12.03,2.4,76.957
9/23/2022,23:30:0,15.33,7.18,1.22,12.19,2.3,76.863
9/23/2022,23:45:0,15.35,7.18,1.17,11.98,2.28,76.896
9/24/2022,0:0:0,15.35,7.18,1.34,11.62,2.23,76.897
9/24/2022,0:15:0,15.36,7.16,1.2,11.3,2.32,76.881
9/24/2022,0:30:0,15.35,7.17,1.28,11.52,2.23,76.833
9/24/2022,0:45:0,15.34,7.17,1.08,11.78,2.39,76.789
9/24/2022,1:0:0,15.35,7.16,1.18,10.76,2.13,76.806
9/24/2022,1:15:0,15.36,7.15,1.2,10.97,2.27,76.806
9/24/2022,1:30:0,15.34,7.16,0.87,11.61,2.3,76.734
9/24/2022,1:45:0,15.33,7.16,0.77,11.48,2.3,76.662
9/24/2022,2:0:0,15.35,7.15,1.04,10.47,2.21,76.721
9/24/2022,2:15:0,15.34,7.14,0.97,10.53,2.22,76.669
9/24/2022,2:30:0,15.3,7.13,1.17,10.03,2.19,76.545
9/24/2022,2:45:0,15.28,7.13,0.88,10.06,2.16,76.491
9/24/2022,3:0:0,15.27,7.13,1,9.68,2.24,76.453
9/24/2022,3:15:0,15.27,7.12,1.06,9.92,2.17,76.453
9/24/2022,3:30:0,15.27,7.12,1.13,9.73,2.28,76.419
9/24/2022,3:45:0,15.26,7.12,1.16,9.12,2.2,76.381
9/24/2022,4:0:0,15.26,7.13,1.12,9.98,2.17,76.402
9/24/2022,4:15:0,15.27,7.13,1.14,9.75,2.32,76.397
9/24/2022,4:30:0,15.26,7.12,1.05,9.63,2.2,76.37
9/24/2022,4:45:0,15.27,7.14,1.21,10.72,2.31,76.402
9/24/2022,5:0:0,15.19,7.14,0.95,11,2.61,76.186
9/24/2022,5:15:0,15.17,7.13,1.09,9.67,2.42,76.122
9/24/2022,5:30:0,15.16,7.11,1.17,8.51,2.22,76.093
9/24/2022,5:45:0,15.15,7.11,1.16,8.84,2.09,76.01
9/24/2022,6:0:0,15.13,7.11,1.2,8.5,2.23,75.958
9/24/2022,6:15:0,15.13,7.1,1.37,8.06,2.16,75.947
9/24/2022,6:30:0,15.12,7.09,1.29,7.5,2.27,75.902
9/24/2022,6:45:0,15.09,7.09,1.4,7.16,2.27,75.769
9/24/2022,7:0:0,15.06,7.08,1.24,7.16,2.36,75.657
9/24/2022,7:15:0,15.06,7.08,1.07,7.15,2.3,75.616
9/24/2022,7:30:0,15.05,7.08,1.17,6.74,2.33,75.589
9/24/2022,7:45:0,15.06,7.08,1.39,6.28,2.58,75.614
9/24/2022,8:0:0,15.05,7.08,1.2,6.38,2.72,75.587
9/24/2022,8:15:0,15.05,7.07,1.25,6.52,2.41,75.596
9/24/2022,8:30:0,15.04,7.07,1.28,6.12,2.15,75.571
9/24/2022,8:45:0,15.02,7.07,1.22,6.16,2.37,75.542
9/24/2022,9:0:0,15.03,7.08,1.43,6.05,2.13,75.567
9/24/2022,9:15:0,15.04,7.08,1.43,6.35,2.02,75.605
9/24/2022,9:30:0,15.02,7.08,1.39,6.1,2.16,75.555
9/24/2022,9:45:0,15,7.08,1.21,6.04,2.14,75.499
9/24/2022,10:0:0,14.98,7.08,1.38,6.04,2.31,75.443
9/24/2022,10:15:0,14.96,7.08,1.38,5.57,2.1,75.418
9/24/2022,10:30:0,14.96,7.07,0.87,5.4,2.36,75.412
9/24/2022,10:45:0,14.84,7.09,1.44,4.72,2.43,75.313
9/24/2022,11:0:0,14.83,7.08,1.49,4.53,2.34,75.36
9/24/2022,11:15:0,14.84,7.09,1.51,4.57,2.22,75.4
9/24/2022,11:30:0,14.84,7.09,1.45,4.41,2.31,75.418
9/24/2022,11:45:0,14.83,7.09,1.5,4.36,2.82,75.441
9/24/2022,12:0:0,14.8,7.1,1.89,4.21,2.7,75.515
9/24/2022,12:15:0,14.73,7.11,1.9,4.06,2.97,75.553
9/24/2022,12:30:0,14.69,7.12,2.35,4.15,2.68,75.596
9/24/2022,12:45:0,14.74,7.11,2.05,4.23,2.64,75.643
9/24/2022,13:0:0,14.68,7.12,2.23,4.15,2.45,75.688
9/24/2022,13:15:0,14.69,7.12,2.42,4.01,2.46,75.742
9/24/2022,13:30:0,14.64,7.13,2.3,5.54,3.49,75.79
9/24/2022,13:45:0,14.66,7.13,2.46,3.94,3.75,75.862
9/24/2022,14:0:0,14.64,7.13,2.35,3.36,4.52,75.895
9/24/2022,14:15:0,14.63,7.14,2.29,3.27,4.64,75.871
9/24/2022,14:30:0,14.67,7.13,2.23,3.3,4.16,75.859
9/24/2022,14:45:0,14.66,7.13,2.28,3.17,4.37,75.846
9/24/2022,15:0:0,14.66,7.13,2.38,3.16,4.92,75.859
9/24/2022,15:15:0,14.64,7.14,2.43,3.04,5.51,75.877
9/24/2022,15:30:0,14.63,7.15,2.51,2.88,6.43,75.821
9/24/2022,15:45:0,14.6,7.17,2.65,2.89,9.63,75.763
9/24/2022,16:0:0,14.58,7.17,2.74,2.81,9.89,75.762
9/24/2022,16:15:0,14.61,7.16,2.54,2.98,9.09,75.776
9/24/2022,16:30:0,14.62,7.15,2.48,2.71,10.58,75.735
9/24/2022,16:45:0,14.6,7.16,2.58,2.8,10.24,75.684
9/24/2022,17:0:0,14.6,7.16,2.63,2.68,12.02,75.663
9/24/2022,17:15:0,14.57,7.18,2.82,2.74,12.02,75.596
9/24/2022,17:30:0,14.58,7.17,2.74,2.46,13.27,75.578
9/24/2022,17:45:0,14.57,7.17,2.77,2.41,10.64,75.54
9/24/2022,18:0:0,14.61,7.15,2.53,2.59,8.52,75.574
9/24/2022,18:15:0,14.61,7.15,2.4,2.3,8,75.58
9/24/2022,18:30:0,14.61,7.14,2.42,2.4,8.18,75.556
9/24/2022,18:45:0,14.62,7.14,2.38,2.41,6.91,75.529
9/24/2022,19:0:0,14.6,7.14,2.34,2.27,7.05,75.51
9/24/2022,19:15:0,14.61,7.14,2.39,2.26,7.2,75.479
9/24/2022,19:30:0,14.6,7.14,2.29,2.26,7.45,75.454
9/24/2022,19:45:0,14.61,7.13,2.21,2.16,7.18,75.436
9/24/2022,20:0:0,14.62,7.13,2.19,2.31,6.65,75.414
9/24/2022,20:15:0,14.63,7.12,2.28,2.28,5.7,75.407
9/24/2022,20:30:0,14.62,7.12,2.23,2.18,5.6,75.38
9/24/2022,20:45:0,14.64,7.11,2.15,2.26,5.52,75.369
9/24/2022,21:0:0,14.63,7.1,2.3,2.22,5.06,75.348
9/24/2022,21:15:0,14.62,7.12,2.18,2.13,4.88,75.335
9/24/2022,21:30:0,14.63,7.11,2.19,2.26,4.92,75.326
9/24/2022,21:45:0,14.66,7.1,2.14,2.34,4.6,75.337
9/24/2022,22:0:0,14.63,7.11,2.29,2.38,5.09,75.292
9/24/2022,22:15:0,14.66,7.11,2.21,2.22,4.07,75.33
9/24/2022,22:30:0,14.63,7.11,2.2,2.04,4.92,75.254
9/24/2022,22:45:0,14.63,7.11,2.21,2.28,4.23,75.258
9/24/2022,23:0:0,14.64,7.1,2.22,1.99,4.68,75.272
9/24/2022,23:15:0,14.64,7.11,2.11,1.94,4.6,75.274
9/24/2022,23:30:0,14.65,7.1,2.3,2.26,4.32,75.286
9/24/2022,23:45:0,14.65,7.11,2.27,2.13,4.22,75.231
9/25/2022,0:0:0,14.61,7.11,2.17,2.19,4.37,75.177
9/25/2022,0:15:0,14.64,7.1,2.16,2.12,4.69,75.182
9/25/2022,0:30:0,14.62,7.1,2.11,2.14,4.31,75.2
9/25/2022,0:45:0,14.63,7.11,2.08,2.22,3.99,75.187
9/25/2022,1:0:0,14.62,7.1,1.99,2.31,4.4,75.195
9/25/2022,1:15:0,14.62,7.09,2.05,2.06,4.34,75.139
9/25/2022,1:30:0,14.59,7.11,2.14,2.07,4.03,75.043
9/25/2022,1:45:0,14.6,7.1,1.96,2.23,3.88,75.097
9/25/2022,2:0:0,14.6,7.11,2.09,2.38,3.95,75.011
9/25/2022,2:15:0,14.56,7.1,2.06,1.86,3.7,74.914
9/25/2022,2:30:0,14.49,7.11,2.15,2.28,3.56,74.714
9/25/2022,2:45:0,14.51,7.12,2.06,2.76,3.23,74.754
9/25/2022,3:0:0,14.4,7.12,2.24,2.36,3.28,74.361
9/25/2022,3:15:0,14.47,7.12,2.25,2.65,3.52,74.507
9/25/2022,3:30:0,14.42,7.13,2.51,2.72,3.04,74.403
9/25/2022,3:45:0,14.43,7.13,2.47,2.93,2.8,74.491
9/25/2022,4:0:0,14.44,7.12,2.13,2.9,3.06,74.485
9/25/2022,4:15:0,14.43,7.12,2.37,3.14,2.7,74.595
9/25/2022,4:30:0,14.44,7.11,2.13,3.14,3.26,74.673
9/25/2022,4:45:0,14.38,7.11,2,3.15,2.8,74.613
9/25/2022,5:0:0,14.31,7.1,1.91,2.75,2.95,74.415
9/25/2022,5:15:0,14.43,7.1,1.83,3.09,3.2,74.827
9/25/2022,5:30:0,14.39,7.1,1.94,3.02,2.94,74.84
9/25/2022,5:45:0,14.4,7.1,1.95,2.92,3.46,74.84
9/25/2022,6:0:0,14.39,7.08,1.76,3.05,3.4,74.872
9/25/2022,6:15:0,14.38,7.09,1.95,2.6,3.63,74.827
9/25/2022,6:30:0,14.39,7.09,1.73,2.8,4.45,74.849
9/25/2022,6:45:0,14.36,7.08,1.75,2.67,3.24,74.838
9/25/2022,7:0:0,14.38,7.08,1.67,2.41,3.15,74.811
9/25/2022,7:15:0,14.39,7.09,1.76,2.58,2.42,74.813
9/25/2022,7:30:0,14.36,7.09,1.66,2.79,3.3,74.811
9/25/2022,7:45:0,14.34,7.09,1.77,2.54,1.77,74.784
9/25/2022,8:0:0,14.37,7.09,1.64,2.9,1.73,74.836
9/25/2022,8:15:0,14.32,7.08,1.59,2.8,1.75,74.86
9/25/2022,8:30:0,14.3,7.09,1.74,2.51,1.81,74.683
9/25/2022,8:45:0,14.29,7.09,1.82,2.43,1.67,74.629
9/25/2022,9:0:0,14.3,7.09,1.82,2.37,1.62,74.694
9/25/2022,9:15:0,14.27,7.09,1.8,2.16,1.6,74.662
9/25/2022,9:30:0,14.25,7.09,1.89,2.32,1.58,74.673
9/25/2022,9:45:0,14.29,7.09,1.73,2.47,1.59,74.725
9/25/2022,10:0:0,14.3,7.09,1.71,2.24,1.53,74.716
9/25/2022,10:15:0,14.39,7.08,1.54,2.14,1.35,74.903
9/25/2022,10:30:0,14.34,7.09,1.65,2.43,1.52,74.845
9/25/2022,10:45:0,14.27,7.09,1.72,2.35,1.48,74.768
9/25/2022,11:0:0,14.33,7.09,1.72,2.31,1.44,74.826
