Date,Time (GMT),Verified (ft)
2022/09/22,01:12,1.41
2022/09/22,01:18,1.4
2022/09/22,01:24,1.4
2022/09/22,01:30,1.39
2022/09/22,01:36,1.39
2022/09/22,01:42,1.39
2022/09/22,01:48,1.4
2022/09/22,01:54,1.41
2022/09/22,02:00,1.41
2022/09/22,02:06,1.42
2022/09/22,02:12,1.43
2022/09/22,02:18,1.45
2022/09/22,02:24,1.46
2022/09/22,02:30,1.47
2022/09/22,02:36,1.49
2022/09/22,02:42,1.49
2022/09/22,02:48,1.5
2022/09/22,02:54,1.51
2022/09/22,03:00,1.51
2022/09/22,03:06,1.52
2022/09/22,03:12,1.53
2022/09/22,03:18,1.55
2022/09/22,03:24,1.56
2022/09/22,03:30,1.57
2022/09/22,03:36,1.58
2022/09/22,03:42,1.59
2022/09/22,03:48,1.62
2022/09/22,03:54,1.63
2022/09/22,04:00,1.65
2022/09/22,04:06,1.67
2022/09/22,04:12,1.7
2022/09/22,04:18,1.73
2022/09/22,04:24,1.75
2022/09/22,04:30,1.79
2022/09/22,04:36,1.82
2022/09/22,04:42,1.85
2022/09/22,04:48,1.9
2022/09/22,04:54,1.94
2022/09/22,05:00,1.98
2022/09/22,05:06,2.03
2022/09/22,05:12,2.07
2022/09/22,05:18,2.11
2022/09/22,05:24,2.16
2022/09/22,05:30,2.2
2022/09/22,05:36,2.24
2022/09/22,05:42,2.28
2022/09/22,05:48,2.31
2022/09/22,05:54,2.34
2022/09/22,06:00,2.37
2022/09/22,06:06,2.39
2022/09/22,06:12,2.42
2022/09/22,06:18,2.45
2022/09/22,06:24,2.47
2022/09/22,06:30,2.49
2022/09/22,06:36,2.52
2022/09/22,06:42,2.54
2022/09/22,06:48,2.57
2022/09/22,06:54,2.59
2022/09/22,07:00,2.62
2022/09/22,07:06,2.63
2022/09/22,07:12,2.66
2022/09/22,07:18,2.7
2022/09/22,07:24,2.72
2022/09/22,07:30,2.76
2022/09/22,07:36,2.79
2022/09/22,07:42,2.82
2022/09/22,07:48,2.85
2022/09/22,07:54,2.88
2022/09/22,08:00,2.91
2022/09/22,08:06,2.94
2022/09/22,08:12,2.97
2022/09/22,08:18,3
2022/09/22,08:24,3.03
2022/09/22,08:30,3.05
2022/09/22,08:36,3.07
2022/09/22,08:42,3.09
2022/09/22,08:48,3.1
2022/09/22,08:54,3.11
2022/09/22,09:00,3.12
2022/09/22,09:06,3.12
2022/09/22,09:12,3.12
2022/09/22,09:18,3.12
2022/09/22,09:24,3.12
2022/09/22,09:30,3.11
2022/09/22,09:36,3.11
2022/09/22,09:42,3.1
2022/09/22,09:48,3.1
2022/09/22,09:54,3.1
2022/09/22,10:00,3.08
2022/09/22,10:06,3.06
2022/09/22,10:12,3.05
2022/09/22,10:18,3.03
2022/09/22,10:24,3.02
2022/09/22,10:30,3.03
2022/09/22,10:36,3.02
2022/09/22,10:42,3.02
2022/09/22,10:48,3.01
2022/09/22,10:54,2.99
2022/09/22,11:00,2.98
2022/09/22,11:06,2.98
2022/09/22,11:12,2.97
2022/09/22,11:18,2.96
2022/09/22,11:24,2.94
2022/09/22,11:30,2.93
2022/09/22,11:36,2.91
2022/09/22,11:42,2.89
2022/09/22,11:48,2.89
2022/09/22,11:54,2.87
2022/09/22,12:00,2.86
2022/09/22,12:06,2.85
2022/09/22,12:12,2.83
2022/09/22,12:18,2.81
2022/09/22,12:24,2.78
2022/09/22,12:30,2.77
2022/09/22,12:36,2.75
2022/09/22,12:42,2.74
2022/09/22,12:48,2.72
2022/09/22,12:54,2.7
2022/09/22,13:00,2.68
2022/09/22,13:06,2.65
2022/09/22,13:12,2.64
2022/09/22,13:18,2.63
2022/09/22,13:24,2.62
2022/09/22,13:30,2.62
2022/09/22,13:36,2.61
2022/09/22,13:42,2.61
2022/09/22,13:48,2.61
2022/09/22,13:54,2.6
2022/09/22,14:00,2.6
2022/09/22,14:06,2.58
2022/09/22,14:12,2.57
2022/09/22,14:18,2.56
2022/09/22,14:24,2.55
2022/09/22,14:30,2.54
2022/09/22,14:36,2.51
2022/09/22,14:42,2.5
2022/09/22,14:48,2.48
2022/09/22,14:54,2.46
2022/09/22,15:00,2.45
2022/09/22,15:06,2.4
2022/09/22,15:12,2.4
2022/09/22,15:18,2.4
2022/09/22,15:24,2.38
2022/09/22,15:30,2.37
2022/09/22,15:36,2.34
2022/09/22,15:42,2.31
2022/09/22,15:48,2.3
2022/09/22,15:54,2.28
2022/09/22,16:00,2.27
2022/09/22,16:06,2.25
2022/09/22,16:12,2.23
2022/09/22,16:18,2.21
2022/09/22,16:24,2.18
2022/09/22,16:30,2.17
2022/09/22,16:36,2.15
2022/09/22,16:42,2.15
2022/09/22,16:48,2.14
2022/09/22,16:54,2.14
2022/09/22,17:00,2.13
2022/09/22,17:06,2.12
2022/09/22,17:12,2.12
2022/09/22,17:18,2.12
2022/09/22,17:24,2.13
2022/09/22,17:30,2.15
2022/09/22,17:36,2.17
2022/09/22,17:42,2.19
2022/09/22,17:48,2.21
2022/09/22,17:54,2.23
2022/09/22,18:00,2.24
2022/09/22,18:06,2.24
2022/09/22,18:12,2.22
2022/09/22,18:18,2.23
2022/09/22,18:24,2.25
2022/09/22,18:30,2.26
2022/09/22,18:36,2.27
2022/09/22,18:42,2.29
2022/09/22,18:48,2.27
2022/09/22,18:54,2.23
2022/09/22,19:00,2.2
2022/09/22,19:06,2.16
2022/09/22,19:12,2.15
2022/09/22,19:18,2.15
2022/09/22,19:24,2.15
2022/09/22,19:30,2.14
2022/09/22,19:36,2.11
2022/09/22,19:42,2.09
2022/09/22,19:48,2.09
2022/09/22,19:54,2.08
2022/09/22,20:00,2.1
2022/09/22,20:06,2.1
2022/09/22,20:12,2.08
2022/09/22,20:18,2.08
2022/09/22,20:24,2.07
2022/09/22,20:30,2.04
2022/09/22,20:36,2
2022/09/22,20:42,2
2022/09/22,20:48,1.95
2022/09/22,20:54,1.93
2022/09/22,21:00,1.93
2022/09/22,21:06,1.89
2022/09/22,21:12,1.86
2022/09/22,21:18,1.85
2022/09/22,21:24,1.83
2022/09/22,21:30,1.81
2022/09/22,21:36,1.79
2022/09/22,21:42,1.79
2022/09/22,21:48,1.76
2022/09/22,21:54,1.76
2022/09/22,22:00,1.74
2022/09/22,22:06,1.71
2022/09/22,22:12,1.67
2022/09/22,22:18,1.63
2022/09/22,22:24,1.6
2022/09/22,22:30,1.53
2022/09/22,22:36,1.49
2022/09/22,22:42,1.45
2022/09/22,22:48,1.41
2022/09/22,22:54,1.36
2022/09/22,23:00,1.32
2022/09/22,23:06,1.29
2022/09/22,23:12,1.27
2022/09/22,23:18,1.25
2022/09/22,23:24,1.22
2022/09/22,23:30,1.18
2022/09/22,23:36,1.13
2022/09/22,23:42,1.07
2022/09/22,23:48,1.03
2022/09/22,23:54,0.96
2022/09/23,00:00,0.92
2022/09/23,00:06,0.86
2022/09/23,00:12,0.79
2022/09/23,00:18,0.74
2022/09/23,00:24,0.7
2022/09/23,00:30,0.66
2022/09/23,00:36,0.61
2022/09/23,00:42,0.6
2022/09/23,00:48,0.54
2022/09/23,00:54,0.48
2022/09/23,01:00,0.41
2022/09/23,01:06,0.36
2022/09/23,01:12,0.33
2022/09/23,01:18,0.32
2022/09/23,01:24,0.28
2022/09/23,01:30,0.27
2022/09/23,01:36,0.24
2022/09/23,01:42,0.21
2022/09/23,01:48,0.21
2022/09/23,01:54,0.17
2022/09/23,02:00,0.15
2022/09/23,02:06,0.12
2022/09/23,02:12,0.09
2022/09/23,02:18,0.09
2022/09/23,02:24,0.06
2022/09/23,02:30,0.08
2022/09/23,02:36,0.08
2022/09/23,02:42,0.07
2022/09/23,02:48,0.05
2022/09/23,02:54,0.02
2022/09/23,03:00,0.01
2022/09/23,03:06,-0.03
2022/09/23,03:12,-0.06
2022/09/23,03:18,-0.09
2022/09/23,03:24,-0.12
2022/09/23,03:30,-0.13
2022/09/23,03:36,-0.14
2022/09/23,03:42,-0.17
2022/09/23,03:48,-0.16
2022/09/23,03:54,-0.2
2022/09/23,04:00,-0.23
2022/09/23,04:06,-0.27
2022/09/23,04:12,-0.3
2022/09/23,04:18,-0.31
2022/09/23,04:24,-0.34
2022/09/23,04:30,-0.37
2022/09/23,04:36,-0.38
2022/09/23,04:42,-0.39
2022/09/23,04:48,-0.41
2022/09/23,04:54,-0.4
2022/09/23,05:00,-0.41
2022/09/23,05:06,-0.41
2022/09/23,05:12,-0.41
2022/09/23,05:18,-0.43
2022/09/23,05:24,-0.42
2022/09/23,05:30,-0.44
2022/09/23,05:36,-0.44
2022/09/23,05:42,-0.43
2022/09/23,05:48,-0.41
2022/09/23,05:54,-0.41
2022/09/23,06:00,-0.42
2022/09/23,06:06,-0.44
2022/09/23,06:12,-0.43
2022/09/23,06:18,-0.43
2022/09/23,06:24,-0.41
2022/09/23,06:30,-0.41
2022/09/23,06:36,-0.41
2022/09/23,06:42,-0.4
2022/09/23,06:48,-0.39
2022/09/23,06:54,-0.4
2022/09/23,07:00,-0.37
2022/09/23,07:06,-0.38
2022/09/23,07:12,-0.38
2022/09/23,07:18,-0.37
2022/09/23,07:24,-0.4
2022/09/23,07:30,-0.41
2022/09/23,07:36,-0.41
2022/09/23,07:42,-0.43
2022/09/23,07:48,-0.42
2022/09/23,07:54,-0.43
2022/09/23,08:00,-0.43
2022/09/23,08:06,-0.43
2022/09/23,08:12,-0.43
2022/09/23,08:18,-0.44
2022/09/23,08:24,-0.45
2022/09/23,08:30,-0.45
2022/09/23,08:36,-0.47
2022/09/23,08:42,-0.47
2022/09/23,08:48,-0.49
2022/09/23,08:54,-0.49
2022/09/23,09:00,-0.47
2022/09/23,09:06,-0.49
2022/09/23,09:12,-0.47
2022/09/23,09:18,-0.45
2022/09/23,09:24,-0.46
2022/09/23,09:30,-0.45
2022/09/23,09:36,-0.45
2022/09/23,09:42,-0.47
2022/09/23,09:48,-0.48
2022/09/23,09:54,-0.49
2022/09/23,10:00,-0.51
2022/09/23,10:06,-0.52
2022/09/23,10:12,-0.52
2022/09/23,10:18,-0.53
2022/09/23,10:24,-0.55
2022/09/23,10:30,-0.55
2022/09/23,10:36,-0.55
2022/09/23,10:42,-0.57
2022/09/23,10:48,-0.58
2022/09/23,10:54,-0.59
2022/09/23,11:00,-0.62
2022/09/23,11:06,-0.62
2022/09/23,11:12,-0.64
2022/09/23,11:18,-0.65
2022/09/23,11:24,-0.65
2022/09/23,11:30,-0.67
2022/09/23,11:36,-0.7
2022/09/23,11:42,-0.7
2022/09/23,11:48,-0.7
2022/09/23,11:54,-0.72
2022/09/23,12:00,-0.72
2022/09/23,12:06,-0.74
2022/09/23,12:12,-0.78
2022/09/23,12:18,-0.79
2022/09/23,12:24,-0.81
2022/09/23,12:30,-0.8
2022/09/23,12:36,-0.81
2022/09/23,12:42,-0.81
2022/09/23,12:48,-0.82
2022/09/23,12:54,-0.83
2022/09/23,13:00,-0.84
2022/09/23,13:06,-0.87
2022/09/23,13:12,-0.9
2022/09/23,13:18,-0.91
2022/09/23,13:24,-0.93
2022/09/23,13:30,-0.96
2022/09/23,13:36,-0.99
2022/09/23,13:42,-1.03
2022/09/23,13:48,-1.05
2022/09/23,13:54,-1.09
2022/09/23,14:00,-1.1
2022/09/23,14:06,-1.12
2022/09/23,14:12,-1.13
2022/09/23,14:18,-1.15
2022/09/23,14:24,-1.18
2022/09/23,14:30,-1.19
2022/09/23,14:36,-1.21
2022/09/23,14:42,-1.2
2022/09/23,14:48,-1.2
2022/09/23,14:54,-1.19
2022/09/23,15:00,-1.19
2022/09/23,15:06,-1.2
2022/09/23,15:12,-1.2
2022/09/23,15:18,-1.18
2022/09/23,15:24,-1.16
2022/09/23,15:30,-1.15
2022/09/23,15:36,-1.15
2022/09/23,15:42,-1.13
2022/09/23,15:48,-1.13
2022/09/23,15:54,-1.13
2022/09/23,16:00,-1.13
2022/09/23,16:06,-1.11
2022/09/23,16:12,-1.11
2022/09/23,16:18,-1.12
2022/09/23,16:24,-1.11
2022/09/23,16:30,-1.12
2022/09/23,16:36,-1.12
2022/09/23,16:42,-1.09
2022/09/23,16:48,-1.09
2022/09/23,16:54,-1.08
2022/09/23,17:00,-1.07
2022/09/23,17:06,-1.07
2022/09/23,17:12,-1.05
2022/09/23,17:18,-1.05
2022/09/23,17:24,-1.02
2022/09/23,17:30,-0.98
2022/09/23,17:36,-0.97
2022/09/23,17:42,-0.94
2022/09/23,17:48,-0.91
2022/09/23,17:54,-0.91
2022/09/23,18:00,-0.88
2022/09/23,18:06,-0.85
2022/09/23,18:12,-0.82
2022/09/23,18:18,-0.79
2022/09/23,18:24,-0.76
2022/09/23,18:30,-0.74
2022/09/23,18:36,-0.7
2022/09/23,18:42,-0.66
2022/09/23,18:48,-0.62
2022/09/23,18:54,-0.56
2022/09/23,19:00,-0.53
2022/09/23,19:06,-0.48
2022/09/23,19:12,-0.45
2022/09/23,19:18,-0.41
2022/09/23,19:24,-0.36
2022/09/23,19:30,-0.34
2022/09/23,19:36,-0.32
2022/09/23,19:42,-0.3
2022/09/23,19:48,-0.27
2022/09/23,19:54,-0.23
2022/09/23,20:00,-0.2
2022/09/23,20:06,-0.16
2022/09/23,20:12,-0.11
2022/09/23,20:18,-0.09
2022/09/23,20:24,-0.05
2022/09/23,20:30,-0.01
2022/09/23,20:36,0.02
2022/09/23,20:42,0.05
2022/09/23,20:48,0.07
2022/09/23,20:54,0.12
2022/09/23,21:00,0.14
2022/09/23,21:06,0.16
2022/09/23,21:12,0.19
2022/09/23,21:18,0.2
2022/09/23,21:24,0.23
2022/09/23,21:30,0.28
2022/09/23,21:36,0.31
2022/09/23,21:42,0.36
2022/09/23,21:48,0.38
2022/09/23,21:54,0.41
2022/09/23,22:00,0.42
2022/09/23,22:06,0.44
2022/09/23,22:12,0.46
2022/09/23,22:18,0.48
2022/09/23,22:24,0.51
2022/09/23,22:30,0.53
2022/09/23,22:36,0.53
2022/09/23,22:42,0.55
2022/09/23,22:48,0.56
2022/09/23,22:54,0.58
2022/09/23,23:00,0.59
2022/09/23,23:06,0.61
2022/09/23,23:12,0.63
2022/09/23,23:18,0.62
2022/09/23,23:24,0.62
2022/09/23,23:30,0.62
2022/09/23,23:36,0.61
2022/09/23,23:42,0.6
2022/09/23,23:48,0.59
2022/09/23,23:54,0.58
2022/09/24,00:00,0.57
2022/09/24,00:06,0.55
2022/09/24,00:12,0.55
2022/09/24,00:18,0.55
2022/09/24,00:24,0.55
2022/09/24,00:30,0.55
2022/09/24,00:36,0.57
2022/09/24,00:42,0.57
2022/09/24,00:48,0.58
2022/09/24,00:54,0.57
2022/09/24,01:00,0.55
2022/09/24,01:06,0.56
2022/09/24,01:12,0.56
2022/09/24,01:18,0.55
2022/09/24,01:24,0.56
2022/09/24,01:30,0.57
2022/09/24,01:36,0.56
2022/09/24,01:42,0.55
2022/09/24,01:48,0.56
2022/09/24,01:54,0.55
2022/09/24,02:00,0.55
2022/09/24,02:06,0.54
2022/09/24,02:12,0.54
2022/09/24,02:18,0.52
2022/09/24,02:24,0.49
2022/09/24,02:30,0.48
2022/09/24,02:36,0.48
2022/09/24,02:42,0.46
2022/09/24,02:48,0.45
2022/09/24,02:54,0.44
2022/09/24,03:00,0.44
2022/09/24,03:06,0.43
2022/09/24,03:12,0.44
2022/09/24,03:18,0.43
2022/09/24,03:24,0.42
2022/09/24,03:30,0.41
2022/09/24,03:36,0.42
2022/09/24,03:42,0.42
2022/09/24,03:48,0.43
2022/09/24,03:54,0.44
2022/09/24,04:00,0.45
2022/09/24,04:06,0.46
2022/09/24,04:12,0.48
2022/09/24,04:18,0.5
2022/09/24,04:24,0.53
2022/09/24,04:30,0.56
2022/09/24,04:36,0.59
2022/09/24,04:42,0.63
2022/09/24,04:48,0.65
2022/09/24,04:54,0.67
2022/09/24,05:00,0.7
2022/09/24,05:06,0.72
2022/09/24,05:12,0.76
2022/09/24,05:18,0.79
2022/09/24,05:24,0.82
2022/09/24,05:30,0.84
2022/09/24,05:36,0.86
2022/09/24,05:42,0.89
2022/09/24,05:48,0.91
2022/09/24,05:54,0.93
2022/09/24,06:00,0.95
2022/09/24,06:06,0.98
2022/09/24,06:12,1.01
2022/09/24,06:18,1.03
2022/09/24,06:24,1.05
2022/09/24,06:30,1.08
2022/09/24,06:36,1.11
2022/09/24,06:42,1.14
2022/09/24,06:48,1.16
2022/09/24,06:54,1.19
2022/09/24,07:00,1.22
2022/09/24,07:06,1.25
2022/09/24,07:12,1.28
2022/09/24,07:18,1.3
2022/09/24,07:24,1.32
2022/09/24,07:30,1.33
2022/09/24,07:36,1.35
2022/09/24,07:42,1.37
2022/09/24,07:48,1.39
2022/09/24,07:54,1.4
2022/09/24,08:00,1.43
2022/09/24,08:06,1.44
2022/09/24,08:12,1.45
2022/09/24,08:18,1.47
2022/09/24,08:24,1.49
2022/09/24,08:30,1.52
2022/09/24,08:36,1.54
2022/09/24,08:42,1.55
2022/09/24,08:48,1.56
2022/09/24,08:54,1.56
2022/09/24,09:00,1.58
2022/09/24,09:06,1.59
2022/09/24,09:12,1.59
2022/09/24,09:18,1.6
2022/09/24,09:24,1.6
2022/09/24,09:30,1.6
2022/09/24,09:36,1.6
2022/09/24,09:42,1.61
2022/09/24,09:48,1.58
2022/09/24,09:54,1.61
2022/09/24,10:00,1.62
2022/09/24,10:06,1.62
2022/09/24,10:12,1.64
2022/09/24,10:18,1.64
2022/09/24,10:24,1.66
2022/09/24,10:30,1.66
2022/09/24,10:36,1.66
2022/09/24,10:42,1.67
2022/09/24,10:48,1.66
2022/09/24,10:54,1.67
2022/09/24,11:00,1.66
2022/09/24,11:06,1.65
2022/09/24,11:12,1.64
2022/09/24,11:18,1.63
2022/09/24,11:24,1.64
2022/09/24,11:30,1.62
2022/09/24,11:36,1.6
2022/09/24,11:42,1.6
2022/09/24,11:48,1.59
2022/09/24,11:54,1.59
2022/09/24,12:00,1.59
2022/09/24,12:06,1.58
2022/09/24,12:12,1.57
2022/09/24,12:18,1.52
2022/09/24,12:24,1.5
2022/09/24,12:30,1.49
2022/09/24,12:36,1.47
2022/09/24,12:42,1.47
2022/09/24,12:48,1.45
2022/09/24,12:54,1.42
2022/09/24,13:00,1.42
2022/09/24,13:06,1.39
2022/09/24,13:12,1.38
2022/09/24,13:18,1.38
2022/09/24,13:24,1.37
2022/09/24,13:30,1.36
2022/09/24,13:36,1.34
2022/09/24,13:42,1.34
2022/09/24,13:48,1.32
2022/09/24,13:54,1.31
2022/09/24,14:00,1.27
2022/09/24,14:06,1.25
2022/09/24,14:12,1.26
2022/09/24,14:18,1.26
2022/09/24,14:24,1.27
2022/09/24,14:30,1.25
2022/09/24,14:36,1.23
2022/09/24,14:42,1.22
2022/09/24,14:48,1.19
2022/09/24,14:54,1.19
2022/09/24,15:00,1.19
2022/09/24,15:06,1.18
2022/09/24,15:12,1.17
2022/09/24,15:18,1.16
2022/09/24,15:24,1.14
2022/09/24,15:30,1.12
2022/09/24,15:36,1.11
2022/09/24,15:42,1.11
2022/09/24,15:48,1.1
2022/09/24,15:54,1.09
2022/09/24,16:00,1.07
2022/09/24,16:06,1.06
2022/09/24,16:12,1.06
2022/09/24,16:18,1.07
2022/09/24,16:24,1.08
2022/09/24,16:30,1.09
2022/09/24,16:36,1.09
2022/09/24,16:42,1.09
2022/09/24,16:48,1.1
2022/09/24,16:54,1.12
2022/09/24,17:00,1.13
2022/09/24,17:06,1.15
2022/09/24,17:12,1.16
2022/09/24,17:18,1.18
2022/09/24,17:24,1.2
2022/09/24,17:30,1.21
2022/09/24,17:36,1.22
2022/09/24,17:42,1.25
2022/09/24,17:48,1.27
2022/09/24,17:54,1.3
2022/09/24,18:00,1.34
2022/09/24,18:06,1.38
2022/09/24,18:12,1.41
2022/09/24,18:18,1.44
2022/09/24,18:24,1.46
2022/09/24,18:30,1.5
2022/09/24,18:36,1.52
2022/09/24,18:42,1.57
2022/09/24,18:48,1.59
2022/09/24,18:54,1.62
2022/09/24,19:00,1.65
2022/09/24,19:06,1.67
2022/09/24,19:12,1.7
2022/09/24,19:18,1.73
2022/09/24,19:24,1.78
2022/09/24,19:30,1.81
2022/09/24,19:36,1.83
2022/09/24,19:42,1.85
2022/09/24,19:48,1.87
2022/09/24,19:54,1.89
2022/09/24,20:00,1.93
2022/09/24,20:06,1.96
2022/09/24,20:12,1.97
2022/09/24,20:18,2
2022/09/24,20:24,2.02
2022/09/24,20:30,2.03
2022/09/24,20:36,2.06
2022/09/24,20:42,2.09
2022/09/24,20:48,2.11
2022/09/24,20:54,2.14
2022/09/24,21:00,2.17
2022/09/24,21:06,2.2
2022/09/24,21:12,2.22
2022/09/24,21:18,2.23
2022/09/24,21:24,2.26
2022/09/24,21:30,2.28
2022/09/24,21:36,2.3
2022/09/24,21:42,2.32
2022/09/24,21:48,2.34
2022/09/24,21:54,2.35
2022/09/24,22:00,2.35
2022/09/24,22:06,2.37
2022/09/24,22:12,2.38
2022/09/24,22:18,2.38
2022/09/24,22:24,2.4
2022/09/24,22:30,2.4
2022/09/24,22:36,2.4
2022/09/24,22:42,2.41
2022/09/24,22:48,2.41
2022/09/24,22:54,2.42
2022/09/24,23:00,2.41
2022/09/24,23:06,2.42
2022/09/24,23:12,2.41
2022/09/24,23:18,2.41
2022/09/24,23:24,2.41
2022/09/24,23:30,2.41
2022/09/24,23:36,2.4
2022/09/24,23:42,2.38
2022/09/24,23:48,2.37
2022/09/24,23:54,2.36
2022/09/25,00:00,2.33
2022/09/25,00:06,2.31
2022/09/25,00:12,2.29
2022/09/25,00:18,2.26
2022/09/25,00:24,2.24
2022/09/25,00:30,2.22
2022/09/25,00:36,2.2
2022/09/25,00:42,2.17
2022/09/25,00:48,2.13
2022/09/25,00:54,2.11
2022/09/25,01:00,2.09
2022/09/25,01:06,2.06
2022/09/25,01:12,2.03
2022/09/25,01:18,2.01
2022/09/25,01:24,1.98
2022/09/25,01:30,1.96
2022/09/25,01:36,1.94
2022/09/25,01:42,1.91
2022/09/25,01:48,1.9
2022/09/25,01:54,1.87
2022/09/25,02:00,1.86
2022/09/25,02:06,1.85
2022/09/25,02:12,1.82
2022/09/25,02:18,1.81
2022/09/25,02:24,1.79
2022/09/25,02:30,1.78
2022/09/25,02:36,1.76
2022/09/25,02:42,1.73
2022/09/25,02:48,1.73
2022/09/25,02:54,1.71
2022/09/25,03:00,1.7
2022/09/25,03:06,1.69
2022/09/25,03:12,1.68
2022/09/25,03:18,1.66
2022/09/25,03:24,1.64
2022/09/25,03:30,1.63
2022/09/25,03:36,1.61
2022/09/25,03:42,1.61
2022/09/25,03:48,1.6
2022/09/25,03:54,1.58
2022/09/25,04:00,1.58
2022/09/25,04:06,1.57
2022/09/25,04:12,1.56
2022/09/25,04:18,1.56
2022/09/25,04:24,1.55
2022/09/25,04:30,1.55
2022/09/25,04:36,1.55
2022/09/25,04:42,1.55
2022/09/25,04:48,1.56
2022/09/25,04:54,1.55
2022/09/25,05:00,1.56
2022/09/25,05:06,1.57
2022/09/25,05:12,1.57
2022/09/25,05:18,1.57
2022/09/25,05:24,1.58
2022/09/25,05:30,1.58
2022/09/25,05:36,1.6
2022/09/25,05:42,1.63
2022/09/25,05:48,1.65
2022/09/25,05:54,1.66
2022/09/25,06:00,1.69
2022/09/25,06:06,1.71
2022/09/25,06:12,1.73
2022/09/25,06:18,1.77
2022/09/25,06:24,1.79
2022/09/25,06:30,1.82
2022/09/25,06:36,1.85
2022/09/25,06:42,1.87
2022/09/25,06:48,1.9
2022/09/25,06:54,1.93
2022/09/25,07:00,1.95
2022/09/25,07:06,1.97
2022/09/25,07:12,1.99
2022/09/25,07:18,2
2022/09/25,07:24,2.02
2022/09/25,07:30,2.04
2022/09/25,07:36,2.06
2022/09/25,07:42,2.08
2022/09/25,07:48,2.1
2022/09/25,07:54,2.12
2022/09/25,08:00,2.14
2022/09/25,08:06,2.15
2022/09/25,08:12,2.16
2022/09/25,08:18,2.21
2022/09/25,08:24,2.22
2022/09/25,08:30,2.25
2022/09/25,08:36,2.29
2022/09/25,08:42,2.29
2022/09/25,08:48,2.32
2022/09/25,08:54,2.34
2022/09/25,09:00,2.35
2022/09/25,09:06,2.4
2022/09/25,09:12,2.43
2022/09/25,09:18,2.46
2022/09/25,09:24,2.49
2022/09/25,09:30,2.5
2022/09/25,09:36,2.5
2022/09/25,09:42,2.51
2022/09/25,09:48,2.52
2022/09/25,09:54,2.52
2022/09/25,10:00,2.55
2022/09/25,10:06,2.56
2022/09/25,10:12,2.56
2022/09/25,10:18,2.55
2022/09/25,10:24,2.54
2022/09/25,10:30,2.54
2022/09/25,10:36,2.55
2022/09/25,10:42,2.56
2022/09/25,10:48,2.56
2022/09/25,10:54,2.55
2022/09/25,11:00,2.54
2022/09/25,11:06,2.52
2022/09/25,11:12,2.5
2022/09/25,11:18,2.49
2022/09/25,11:24,2.48
2022/09/25,11:30,2.47
2022/09/25,11:36,2.45
2022/09/25,11:42,2.43
2022/09/25,11:48,2.41
2022/09/25,11:54,2.39
2022/09/25,12:00,2.38
2022/09/25,12:06,2.37
2022/09/25,12:12,2.35
2022/09/25,12:18,2.32
2022/09/25,12:24,2.29
2022/09/25,12:30,2.26
2022/09/25,12:36,2.24
2022/09/25,12:42,2.23
2022/09/25,12:48,2.22
2022/09/25,12:54,2.19
2022/09/25,13:00,2.17
2022/09/25,13:06,2.14
2022/09/25,13:12,2.1
2022/09/25,13:18,2.09
2022/09/25,13:24,2.07
2022/09/25,13:30,2.06
2022/09/25,13:36,2.03
2022/09/25,13:42,2
2022/09/25,13:48,1.98
2022/09/25,13:54,1.93
2022/09/25,14:00,1.91
2022/09/25,14:06,1.88
2022/09/25,14:12,1.85
2022/09/25,14:18,1.83
2022/09/25,14:24,1.8
2022/09/25,14:30,1.77
2022/09/25,14:36,1.75
2022/09/25,14:42,1.73
2022/09/25,14:48,1.7
2022/09/25,14:54,1.69
2022/09/25,15:00,1.67
2022/09/25,15:06,1.64
2022/09/25,15:12,1.62
2022/09/25,15:18,1.59
2022/09/25,15:24,1.58
2022/09/25,15:30,1.56
2022/09/25,15:36,1.54
2022/09/25,15:42,1.53
2022/09/25,15:48,1.51
2022/09/25,15:54,1.49
2022/09/25,16:00,1.47
2022/09/25,16:06,1.45
2022/09/25,16:12,1.43
2022/09/25,16:18,1.42
2022/09/25,16:24,1.4
2022/09/25,16:30,1.38
2022/09/25,16:36,1.37
2022/09/25,16:42,1.34
2022/09/25,16:48,1.31
2022/09/25,16:54,1.29
2022/09/25,17:00,1.28
2022/09/25,17:06,1.28
2022/09/25,17:12,1.26
2022/09/25,17:18,1.25
2022/09/25,17:24,1.22
2022/09/25,17:30,1.22
2022/09/25,17:36,1.22
2022/09/25,17:42,1.21
2022/09/25,17:48,1.19
2022/09/25,17:54,1.18
2022/09/25,18:00,1.17
2022/09/25,18:06,1.16
2022/09/25,18:12,1.16
2022/09/25,18:18,1.15
2022/09/25,18:24,1.15
2022/09/25,18:30,1.13
2022/09/25,18:36,1.12
2022/09/25,18:42,1.14
2022/09/25,18:48,1.15
2022/09/25,18:54,1.17
2022/09/25,19:00,1.19
2022/09/25,19:06,1.21
2022/09/25,19:12,1.22
2022/09/25,19:18,1.23
2022/09/25,19:24,1.26
2022/09/25,19:30,1.29
2022/09/25,19:36,1.32
2022/09/25,19:42,1.35
2022/09/25,19:48,1.4
2022/09/25,19:54,1.42
2022/09/25,20:00,1.46
2022/09/25,20:06,1.5
2022/09/25,20:12,1.51
2022/09/25,20:18,1.54
2022/09/25,20:24,1.54
2022/09/25,20:30,1.54
2022/09/25,20:36,1.56
2022/09/25,20:42,1.58
2022/09/25,20:48,1.59
2022/09/25,20:54,1.62
2022/09/25,21:00,1.64
2022/09/25,21:06,1.67
2022/09/25,21:12,1.68
